reconstruction_error,label
0.26922387388502383,DoS
0.20810098061735077,Normal
0.2363438868422436,DoS
0.25787630367793607,DoS
0.3128450061918405,DoS
0.24278484841458484,Normal
0.17064544052697955,Normal
0.2525537953901439,DoS
0.2982043300828013,PortScan
0.3138841571243521,DoS
0.27508270018460806,Normal
0.2785987746221275,Normal
0.31645631964008064,Normal
0.3303143777437695,Normal
0.37319282213981203,DoS
0.4121401289863439,PortScan
0.3874231803254106,Normal
0.3638371780407678,Normal
0.27017023035048937,Normal
0.27980200947636685,Normal
0.3785037227401879,DoS
0.27709534541550324,Normal
0.3882733137887494,DoS
0.4128213816604338,DoS
0.4199235499958041,DoS
0.46562004295132464,DoS
0.3867260706180731,Normal
0.5173751562153165,PortScan
0.4468714670255636,PortScan
0.4822051207857304,DoS
0.4759812311708328,Normal
0.4879612240721592,Normal
0.3345558688810859,Normal
0.3199867084645424,Normal
0.6893764867297374,DoS
0.7213037984283682,DoS
0.6556970723237183,DoS
0.5779329033841206,DoS
0.5492618863823141,Normal
0.5447140070908523,Normal
0.8842967675321112,BruteForce
0.80869808235353,Normal
0.675174605150472,DoS
0.6636953176025137,DoS
0.2522412240364084,Normal
0.24501869781012783,Normal
0.27551147182495844,Normal
0.27129386423226315,Normal
0.31929015471594985,PortScan
0.3177278643738756,Normal
0.1176936822807489,Normal
0.14668364960917846,DoS
0.12798018049511412,Normal
0.15110046288668058,Normal
0.15553006726657606,Normal
0.21667982291597448,Normal
0.219625479213119,DoS
0.2011182858101951,Normal
0.4057956655256445,Normal
0.4529957395901322,DoS
0.5915325891768194,PortScan
0.5732114778299833,DoS
0.602029109233729,DoS
0.5656603963022833,Normal
0.6758334114637361,DoS
0.5402829070829002,DoS
0.4850588625317155,Normal
0.49251818165977923,Normal
0.2407901578908055,Normal
0.3000999972799192,Normal
0.20807140484790232,Normal
0.1284227533035909,DoS
0.11939360864493964,BruteForce
0.11209699979513754,DoS
0.22177801288766136,PortScan
0.2248531440278821,Normal
0.2139306312407399,Normal
0.26083646400492266,DoS
0.23977546078978304,Normal
0.21333218853583255,Normal
0.23563507857420152,Normal
0.24389875791078072,Normal
0.2863739015211174,Normal
0.6486064313479946,DoS
0.557759143317824,Normal
0.5635989647184484,DoS
0.5772507581550343,DoS
0.6432860870036515,DoS
0.5798034046198928,Normal
0.5582998285460629,Normal
0.512214771839608,Normal
0.7275433854791885,PortScan
0.7576654927009217,DoS
0.3799085541223056,DoS
0.3336695964606341,DoS
0.2980093980455809,Normal
0.3019518931398417,DoS
0.3892128137953942,PortScan
0.4872891049555962,DoS
0.45715160733590576,Normal
0.5236969103933977,PortScan
0.3349994170118561,Normal
0.28652253128373845,Normal
0.3743609752999631,PortScan
0.46177802376489985,PortScan
0.43469471531056697,DoS
0.4565167240010914,Normal
0.3695871120084587,Normal
0.44559111303305615,PortScan
0.41374574816226906,Normal
0.31018863908082367,DoS
0.2945248615626025,Normal
0.29889431123052684,Normal
0.34431608340040704,DoS
0.17845875698698802,Normal
0.13209334391488975,Normal
0.10366833044605632,Normal
0.11061679820708534,Normal
0.20882229983110315,PortScan
0.2169339628935147,DoS
0.20024517269348327,Normal
0.25192370261639985,DoS
0.2742306262936264,Normal
0.31744189153706387,Normal
0.27781859009924076,Normal
0.2645283774685751,Normal
0.30006528291980994,DoS
0.3060404335101336,DoS
0.21579070746550613,Normal
0.1998836519600929,Normal
0.20179899658242992,Normal
0.2874347848193563,DoS
0.17156897398234175,Normal
0.12361447268771174,Normal
0.18352450821257127,DoS
0.17548546863706088,Normal
0.3234926909687072,DoS
0.16531550707524728,DoS
0.1256428575507249,Normal
0.27270636909312795,PortScan
0.3251369622884059,Normal
0.439798859932269,DoS
0.4015535103821696,DoS
0.2557888434364045,Normal
0.19258479042143015,Normal
0.17757471829682184,Normal
0.18135899016547016,Normal
0.3052331484558892,PortScan
0.624894189875204,Normal
0.3097852120184301,DoS
0.2178332936936848,Normal
0.2363802303745005,DoS
0.27647725602963635,DoS
0.30481296063980656,BruteForce
0.293014412770501,Normal
0.377390574452189,PortScan
0.40254456920657605,Normal
0.34533643785391216,Normal
0.2852964301991142,PortScan
0.27516029441416606,Normal
0.2880475677400245,DoS
0.26518568441060164,Normal
0.3264916756444996,DoS
0.2879949421247601,DoS
0.23958846279342338,Normal
0.17676610799165357,DoS
0.2850777444906342,PortScan
0.5109468086133485,PortScan
0.3451020624263593,Normal
0.38409830896226016,DoS
0.38370974218756065,Normal
0.45824495488888367,DoS
0.39059743102273714,DoS
0.44404713574617094,DoS
0.4939814915475859,Normal
0.46824228461041517,DoS
0.3173380592528903,Normal
0.24849401267551233,Normal
0.23113058515026838,Normal
0.2587232806366612,Normal
0.3371854359362081,PortScan
0.43283618586556677,PortScan
0.3161769408326949,Normal
0.32257777634951773,Normal
0.23649848392886377,DoS
0.2283137361165193,Normal
0.25615507951021643,Normal
0.24944114077151613,Normal
0.2700632859891718,DoS
0.31175311877860373,DoS
0.16645154101279525,Normal
0.1422022919285666,DoS
0.12572747552894814,Normal
0.11763933181771298,Normal
0.16057943089189727,DoS
0.19626935329141165,Normal
0.29831836321207816,DoS
0.18559406684286844,Normal
0.21349278448326,DoS
0.4694734646232303,PortScan
0.5407551755265811,PortScan
0.4883001174656694,Normal
0.5014561089745673,DoS
0.4958795076253204,Normal
0.64393225738434,PortScan
0.6026976358359987,Normal
0.6703683402525369,DoS
0.47715240021693417,Normal
0.7042879039077503,DoS
0.5049957819463906,Normal
0.2075704615456514,Normal
0.203321770598274,Normal
0.2385381553401464,DoS
0.3775741126853035,Normal
0.14123223089119147,Normal
0.2380631459429239,PortScan
0.2467176932902292,DoS
0.23657547649889457,Normal
0.2798254796757503,DoS
0.22512901322360906,DoS
0.1821932870260467,Normal
0.18182839803946654,Normal
0.18473797041309417,Normal
0.23029958907088532,DoS
0.17242892084831515,Normal
0.0876300581857691,DoS
0.1156069666593065,Normal
0.15933134184674733,Normal
0.19564127749381505,Normal
0.21308233388864992,DoS
0.1960048294159011,Normal
0.26129807818427087,DoS
0.25142123702869335,Normal
0.25150489527886777,DoS
0.32348357805122474,DoS
0.25248327367123286,Normal
0.24920102543360206,DoS
0.22411375996499228,Normal
0.1594650561969405,Normal
0.16486490207859222,Normal
0.13112512111648694,Normal
0.26313166950676325,Normal
0.3061519145330897,DoS
0.23245976758758605,DoS
0.23705401399781356,DoS
0.2212615929796736,DoS
0.6210569190624039,PortScan
0.28852368500023845,DoS
0.297977128842636,PortScan
0.2897742897820313,Normal
0.2852498324847324,Normal
0.4340292067058783,DoS
0.28398191833359565,Normal
0.28223678507350897,Normal
0.3881053426554615,PortScan
7.246013310570124,Normal
6.606965690545161,Normal
6.567296116884482,Normal
6.813708822689919,DoS
6.759399960910138,DoS
6.69971070491917,Normal
6.890240637657246,DoS
6.877066427721368,Normal
6.88388787910363,Normal
7.107486436416366,DoS
0.14236467624063617,Normal
0.20354234280015737,Normal
0.22313161842965165,DoS
0.2038098711004208,DoS
0.18792150395981005,DoS
0.16919501957985608,Normal
0.19690418492425926,DoS
0.24866623986659073,DoS
0.2696287763044013,PortScan
0.5636805621141393,DoS
0.5416901195871355,Normal
0.6323880920412238,DoS
0.6392968683015329,Normal
0.6807250253881244,Normal
0.9013502326669587,PortScan
0.8975866427185,Normal
1.0290890137523405,DoS
1.0870894763351788,DoS
1.005387605166733,Normal
0.6378918260690437,Normal
0.6448088504542714,Normal
0.4863270433063089,Normal
0.49817163460929187,Normal
0.474615198529073,Normal
0.2544077672120536,Normal
0.25665298316363333,DoS
0.09871119407686121,Normal
0.1270455889209883,DoS
0.1304745883893609,DoS
0.09666258811081392,Normal
0.08889159401440425,Normal
0.2679879635273575,DoS
0.5987351503981737,DoS
0.644274951259923,DoS
0.609914303959794,Normal
0.6054543035033999,Normal
0.6144116823612026,Normal
0.635796875166136,DoS
0.6463084069788578,DoS
0.6644410802673031,DoS
0.6314915841937465,Normal
0.4998666034680602,DoS
0.13214020454282227,Normal
0.16472650816846343,DoS
0.17435033707310474,DoS
0.16338736608749327,Normal
0.17725511466567684,Normal
0.2332270031323725,DoS
0.18580445716722643,Normal
0.17392957970666853,Normal
0.24117911329176947,DoS
0.19693802774860109,DoS
0.31780541697094966,DoS
0.2049499268551593,Normal
0.21161578040959,Normal
0.16873306989135692,DoS
0.17304195655418722,Normal
0.1941977100759902,DoS
0.18202384417559264,Normal
0.1842474801128778,DoS
0.1462064373275103,Normal
0.15001518201813546,Normal
0.1802596620582355,DoS
0.2375212965468037,PortScan
0.2289244688303224,Normal
0.29913260242376466,DoS
0.301618076097293,DoS
0.34755714799589094,DoS
0.17676982686323905,Normal
0.28905960220168825,PortScan
0.2420089319513309,Normal
0.22385966844069416,Normal
0.3241004973999662,PortScan
0.2455749929791823,DoS
0.24925374160556987,Normal
0.16687690843395292,DoS
0.20146053968458064,Normal
0.22156492021054394,Normal
0.2966476771394458,Normal
0.26030566393738075,Normal
0.3296127586000304,DoS
0.36224981673037027,Normal
0.21624518319863387,Normal
0.2269426797738856,Normal
0.20181925081636046,Normal
0.20878950842955957,Normal
0.19792991514559985,Normal
0.2053699064491934,DoS
0.12965768442865053,Normal
0.14488345148925272,Normal
0.27905800177932094,Normal
0.2786850079828462,BruteForce
0.33956423396974555,PortScan
0.3815665608163521,Normal
0.706237255203371,PortScan
0.6320127672294708,Normal
0.6052699787837252,Normal
0.5894931884280651,Normal
0.5439982107340295,Normal
0.5615107080705185,Normal
0.633929465397676,Normal
0.4652777611048475,DoS
0.3698098006577462,DoS
0.34988148208847414,Normal
0.2457977910605681,Normal
0.20405044273885128,DoS
0.17349172421636475,Normal
0.2686827869522452,DoS
0.21590518822358137,Normal
0.24828493999416215,Normal
0.2757598618621245,Normal
0.3185260419084131,DoS
0.33894094051136564,Normal
0.5912164036122913,PortScan
0.5594443395436111,DoS
0.5243493584581639,PortScan
0.5435989169147734,DoS
0.4698299335919537,DoS
0.542828031571393,Normal
0.6610684508867858,DoS
0.493683097654754,Normal
0.5149868300339507,DoS
0.4641456725959709,Normal
0.5592072053006938,DoS
0.4428508133299653,Normal
0.41175083130227924,DoS
0.46304586847528,DoS
0.43119043396893963,Normal
0.2739088668652245,Normal
0.25930463735137743,Normal
0.26058918247653423,Normal
0.25631302745030543,Normal
0.18303757780844362,DoS
0.14820137990558482,Normal
0.16191713595232304,DoS
0.19392931981090766,BruteForce
0.32257689728594013,PortScan
0.287902336752966,Normal
0.31901152681347655,DoS
0.29170215658237514,Normal
0.3133177779191765,Normal
0.537413496469624,PortScan
0.4833283576946194,DoS
0.5728797252821567,DoS
0.5735390458100599,DoS
0.4780925266246506,Normal
0.5185830213330255,DoS
0.46494609649234014,Normal
0.34272967198361565,Normal
0.33298450085050907,DoS
0.31690977198341613,DoS
0.14511833780245548,Normal
0.19998865922822934,DoS
0.22049948208163722,DoS
0.18293506322733127,Normal
0.20038389146956434,PortScan
0.22311220835461137,DoS
0.2545897745936202,DoS
0.3269361790460523,DoS
0.15811382947519362,Normal
0.19736006153011354,Normal
0.23297917881588023,Normal
0.30087361199303075,DoS
0.21177131575837008,Normal
0.21485949523813228,Normal
0.1589196772799178,Normal
0.30774191695290326,BruteForce
0.3641607853458695,DoS
0.3502238059578622,Normal
0.34490021742129223,Normal
0.3329918754965314,Normal
0.42834251368074,PortScan
0.4047915606078836,Normal
0.4001835428024,Normal
0.5913314811533223,DoS
0.43714679908104254,Normal
0.3913485318129553,PortScan
0.45444652985173356,DoS
0.44910814979926217,Normal
0.40503109053989983,Normal
0.5488017638205162,DoS
0.40720409188375817,Normal
0.6183864798419744,DoS
0.5177359969000633,Normal
0.697684300943207,DoS
0.7681007011222444,DoS
0.27045566832245355,Normal
0.2901390012947809,DoS
0.38159835260116653,PortScan
0.35255825401906066,Normal
0.5301028916152455,PortScan
0.5387188036125559,DoS
0.3733334397198771,DoS
0.3125860893020009,Normal
0.4643575271648203,DoS
0.4168118573418933,Normal
0.5277426963557517,DoS
0.5178690513133881,Normal
0.28793096975910626,Normal
0.2911832729894089,Normal
0.11651117757582494,DoS
0.4539818962318453,PortScan
0.42526883364408324,Normal
0.43957124060022257,Normal
0.32600043116648153,DoS
0.3429657665193801,Normal
0.39875716384490295,PortScan
0.4768787299538233,PortScan
0.4067793162224101,Normal
0.4094010387929057,DoS
0.4567672161744389,DoS
0.1970534600934266,DoS
0.20961596777243363,DoS
0.14301661038113248,Normal
0.1857495119499815,DoS
0.21184180343174933,Normal
0.391446292779311,PortScan
0.3974479468264924,Normal
0.371899787767142,Normal
0.34564600448165067,DoS
0.3335514512374204,Normal
0.332293294770253,Normal
0.3316534979184312,Normal
0.4678845177286753,DoS
0.3325363743563018,Normal
0.3418322269985812,DoS
0.24631637698334666,Normal
0.14413238185188215,Normal
0.208780027556153,PortScan
0.2310392044769066,Normal
0.1939620449821723,DoS
0.20023001025940523,DoS
0.1986119420042313,DoS
0.21548772578116268,DoS
0.17670558175636836,Normal
0.26189464706692367,PortScan
0.2055854751096326,Normal
0.29148687007541885,PortScan
0.31325105730980857,Normal
0.27164780105378966,Normal
0.2518752134798574,Normal
0.2413588494541889,Normal
0.232115811143524,Normal
0.25703594939581165,Normal
0.2896308353110883,DoS
0.24258479456942944,Normal
0.2900194752064573,PortScan
0.22565636743188902,PortScan
0.20688119576533004,Normal
0.19673746304554876,Normal
0.2778540526307656,DoS
0.5506792754404315,DoS
0.6525943292231587,DoS
0.762435231337953,Normal
0.8023859755463479,Normal
0.7320305855152411,Normal
0.6300294927187902,DoS
0.5219664199561911,Normal
0.5950601666191901,DoS
0.5783471823086036,DoS
0.5483067554858674,Normal
0.3711774215825524,Normal
0.3611845548587978,Normal
0.19652907305793307,DoS
0.16732235621211944,DoS
0.21308873037649917,Normal
0.2198846016838657,Normal
0.2155524220995699,Normal
0.18623036053272027,Normal
0.2529779145855963,Normal
0.28801985904457883,Normal
0.3630114722163855,Normal
0.399695852356619,DoS
0.36614353308500425,DoS
1.5619464381390973,BruteForce
1.5915382679678105,Normal
1.5736451514106595,Normal
1.6796655095412163,Normal
1.80536308950507,DoS
1.7066939590452912,Normal
1.7191895660105574,PortScan
1.5913675633984967,DoS
1.5423747359227342,Normal
1.7947193614366905,Normal
0.590237476818659,Normal
0.4964585040325933,Normal
0.5498218185260632,Normal
0.525074376110761,Normal
0.5411270878955118,DoS
0.4991205693202526,Normal
0.7894861123299478,DoS
0.8210699139836318,DoS
0.8180339496346174,Normal
0.5919675530280815,DoS
0.6184211540035991,PortScan
0.7503748662204414,DoS
0.6309890682227954,Normal
0.5876133542903654,DoS
0.6083861098293265,DoS
0.5570314455276307,Normal
0.25965772641490764,DoS
0.23118025049816418,Normal
0.1802443771074475,BruteForce
0.25688623000200705,DoS
0.21817781044316273,Normal
0.18748647862700965,Normal
0.19380722436466022,Normal
0.18935684058397362,Normal
0.21014003883787524,Normal
0.22861733019550007,DoS
0.22828217272199747,DoS
0.196751634332716,Normal
0.18327849534203056,Normal
0.17400483934537542,Normal
0.12079521045075813,Normal
0.14497081348130497,Normal
0.13365036940438085,Normal
0.12238449917895965,DoS
0.21331258623505397,DoS
0.12926544922709346,Normal
0.1301829200891503,Normal
0.12904306249992142,Normal
0.1358538598721795,DoS
0.14480991294771775,DoS
0.1478477983181826,Normal
0.308126956685202,DoS
0.3285520407801616,DoS
0.3628593480598602,DoS
0.29457374215456755,Normal
0.30496827230429824,DoS
0.28034587260929184,Normal
0.26626621298289294,Normal
0.2550401703462834,Normal
0.44869753846928256,DoS
0.42572540746719373,Normal
0.3484827806867089,DoS
0.24494367831948555,DoS
0.28475365060772273,Normal
0.28901218712529547,DoS
0.342079341867054,DoS
0.2761563014019108,DoS
0.46080252059115867,PortScan
0.3949253148550874,DoS
0.5765148776099529,DoS
0.6493921339532183,PortScan
0.7577626430411173,DoS
0.672752876495675,DoS
0.5701338583060006,Normal
0.6280422600194707,DoS
0.6197008106439816,Normal
0.6268759673401527,DoS
0.7369258745283662,DoS
0.5982433591747918,Normal
0.26404871942887465,BruteForce
0.22911426929044038,DoS
0.22583158022758662,DoS
0.20232436027192752,DoS
0.1518181129184795,Normal
0.12355843469501493,Normal
0.20018602521087292,Normal
0.31614144789461124,DoS
0.2649763911308251,PortScan
0.2419980804015756,BruteForce
0.5191679890087514,PortScan
0.5659105001468736,Normal
0.5394216048750893,DoS
0.5631093888420745,PortScan
0.5656484753319397,Normal
0.5535261265085818,Normal
0.5068132746155036,Normal
1.3137942490069752,PortScan
0.8367171932676972,Normal
0.9423021303665597,DoS
0.5055894762538774,DoS
0.38272351317099945,Normal
0.40153654500575187,DoS
0.30588452977631164,Normal
0.44157176944853044,DoS
0.3859092679679948,DoS
0.476173430883103,DoS
0.25803578097716096,DoS
0.19255816813976812,DoS
0.08058698157175972,Normal
0.0986148400125053,DoS
0.08559620817147287,Normal
0.08066155027950495,Normal
0.1258085572698149,Normal
0.16565075119630457,Normal
0.17469174770630455,Normal
0.20055295979354404,Normal
0.1898521156212436,Normal
0.2132592420070652,DoS
0.311898006733917,PortScan
0.2839284535333816,DoS
0.23902342273156066,Normal
0.23038320932687426,DoS
0.1998461970344174,Normal
0.27751318816687653,DoS
0.22246859961470383,Normal
0.19525363349739702,Normal
0.23517891186586712,DoS
0.19994304450773653,Normal
0.1898463139275951,Normal
0.1760913719676762,Normal
0.23490672357488906,DoS
0.17660950204343967,Normal
0.1520954225698397,Normal
0.16069617687799426,Normal
0.29684132687142345,PortScan
0.20959928440893622,DoS
0.17581062199625136,Normal
0.17569114289737311,DoS
0.11423443906210237,Normal
0.11597102985751748,Normal
0.22578267655266854,PortScan
0.22784658941823419,Normal
0.2392090056888385,Normal
0.4077517958526969,PortScan
0.19503836378093614,Normal
0.23354358093763383,DoS
0.22127838483610163,Normal
0.3094355719643948,DoS
0.28307994306557466,Normal
0.3023391850186032,DoS
0.16382613091058118,Normal
0.1993699606195608,Normal
0.31723827993710324,Normal
0.3281727256815765,PortScan
0.300247202434779,Normal
0.3090238837407258,DoS
0.27817359078744497,Normal
0.3186156864110072,DoS
0.2821802475854623,DoS
0.2840714940862443,Normal
0.265660822118885,DoS
0.21914388595843176,Normal
0.15555437890644347,PortScan
0.22111526111255925,DoS
0.2056113054405162,DoS
0.1285496140839151,Normal
0.1487232552531369,DoS
0.14152861155749993,DoS
0.1534728889911993,Normal
0.29200912081341,DoS
0.6368089729958185,DoS
0.6869207904153529,DoS
0.6101650245054917,Normal
0.6412045846419084,Normal
0.6375818268586466,DoS
0.664622002660569,DoS
0.6619487654042456,Normal
0.6804150405353023,Normal
0.6665316191794446,Normal
0.5408415608916354,Normal
0.1688265213639271,Normal
0.19309750615704796,DoS
0.19055252088025187,DoS
0.2004245447039054,Normal
0.21676848904467935,DoS
0.33256038627098516,PortScan
0.42711585894183235,DoS
0.3423789206428199,DoS
0.33651702584715926,DoS
0.28752016973382155,DoS
0.2820507032476842,Normal
0.25824100866061056,Normal
0.3258277991028535,DoS
0.21066230358079313,DoS
0.19876078164868033,DoS
0.24963712772422877,PortScan
0.14253818076352434,Normal
0.25956506909547655,Normal
0.24044458935021665,PortScan
0.23222556519151827,Normal
0.26207659852635096,Normal
0.27025397783276617,Normal
0.34366420584238117,PortScan
0.3408455604435123,Normal
0.5166639245416202,DoS
0.2930010461206235,DoS
0.2804352581128481,Normal
0.2562225533805568,DoS
0.2799293132766837,PortScan
0.2991445834543986,PortScan
0.3095527457108011,DoS
0.40617526817097743,PortScan
0.3106856597984858,Normal
0.5498524283563523,PortScan
0.47585078651030593,Normal
0.5995730142643111,Normal
0.6586265625903593,DoS
0.5065317523132679,Normal
0.4581613519006611,DoS
0.3892472511668222,Normal
0.544392847601951,PortScan
0.49568325895875276,DoS
0.4398783722053684,DoS
0.39105222199913164,DoS
0.42383609039583586,DoS
0.30861740831518614,PortScan
0.3375205261947996,DoS
0.2964659993372877,DoS
0.3466322745020818,DoS
0.3429991719538823,Normal
0.345318736809155,DoS
0.3937114773239065,PortScan
0.26048248788012873,Normal
0.2532032902266601,Normal
0.3482513260121819,DoS
0.2034944521040192,Normal
0.2006031154148974,DoS
0.2483640441199637,Normal
0.19754577693236317,DoS
0.2855632937416914,DoS
0.256488906856654,DoS
0.14137729372825517,DoS
0.21008633029880816,DoS
0.14191037080335464,Normal
0.11831869553920561,Normal
0.26439024547802314,DoS
0.4074513127461792,Normal
0.23362147520728888,Normal
0.21175783920026384,Normal
0.19976240465786213,Normal
0.20578834587838615,Normal
0.28317389501885093,DoS
0.23598121975353575,DoS
0.2717743995886633,Normal
0.24024765384303948,Normal
0.23785139307574307,Normal
0.12426448422689683,Normal
0.166293984324786,DoS
0.17415426705580997,DoS
0.25020819999712746,DoS
0.21406378157054795,DoS
0.39637912920874574,Normal
0.4397429694654906,DoS
0.42382479465734646,Normal
0.4026009601339487,Normal
0.4292715675707334,Normal
0.4347167124891317,Normal
0.5941669292437992,DoS
0.6061145543857034,Normal
0.6005151515437555,DoS
0.6443215606883046,DoS
0.36264557297502714,Normal
0.37658847332231143,Normal
0.35185806067686065,Normal
0.4858539619867547,PortScan
0.45111535431825794,Normal
0.5459234587195849,DoS
0.39581694250334465,DoS
0.46012337190126107,DoS
0.3059030789647997,Normal
0.34879211880939226,Normal
0.3364820006560907,Normal
0.32050114296302473,Normal
0.35007243310720515,Normal
0.20270537305080066,DoS
0.23616861207259218,Normal
0.2740735419715677,DoS
0.396803901310205,Normal
0.4198851189001207,Normal
0.4232924764441261,Normal
0.37357881075336913,Normal
0.4960440888167862,Normal
0.4585299719652474,Normal
0.40730770568113156,Normal
0.3382907231263362,Normal
0.39032838859451013,DoS
0.2965147306739667,Normal
0.21767546751714062,DoS
0.2833546250391775,Normal
0.3266026009051687,PortScan
0.37183864607799805,DoS
0.2962943059676621,Normal
0.24956680525750846,DoS
0.31261031347321133,PortScan
0.4116790857654246,DoS
0.3152666127056477,DoS
0.7514852749863741,Normal
0.7070894455825429,Normal
0.6585820603772734,DoS
0.5325073731004728,DoS
0.4693152882177415,Normal
0.4837148851012704,DoS
0.4875228258064914,Normal
0.43441989365379474,Normal
0.7222323869325805,DoS
0.5768214422757779,DoS
0.14283620950219109,Normal
0.1430438002787794,Normal
0.21268406265607434,DoS
0.16602226269750747,Normal
0.22780351486891895,DoS
0.18895880863339598,DoS
0.12447788924407477,Normal
0.17740324140695374,DoS
0.20092271239359766,DoS
0.2084553579521572,Normal
0.2929116616068322,DoS
0.2921985473515287,PortScan
0.27221850106365586,Normal
0.2757719364818232,DoS
0.2784881847659069,DoS
0.34227993976146825,PortScan
0.35383334974947334,BruteForce
0.4345535384089552,PortScan
0.5551714739533236,PortScan
0.47278583267811375,DoS
0.40088885682727554,Normal
0.2995620321731894,Normal
0.3824646832082613,DoS
0.37097881368936514,Normal
0.3830843675142882,DoS
0.23555935999006528,Normal
0.25924874321804986,Normal
0.25852237563267033,DoS
0.1318339749029448,Normal
0.1373359034431441,DoS
0.1605251711226781,Normal
0.19523009619750584,DoS
0.15826134024462205,Normal
11.142728380722307,PortScan
10.567044742239684,PortScan
11.16673204915624,Normal
11.063940563237832,DoS
11.025823810011644,DoS
11.01744419276207,Normal
11.087079664995938,Normal
11.14261228229494,DoS
11.180009042095556,Normal
11.257647860119043,Normal
0.5682732569426269,Normal
0.5612982380460771,DoS
0.5252842482833403,Normal
0.4168142761193973,DoS
0.42512811930708283,DoS
0.3951129001004265,Normal
0.32403575673631635,DoS
0.36882500988428996,DoS
0.3760222226006155,Normal
0.32486070426664354,PortScan
0.26143250153329,Normal
0.265250259934087,DoS
0.30754413793248253,BruteForce
0.216129840653261,Normal
0.19299100859586987,DoS
0.1758787945398059,Normal
0.18429679881130623,Normal
0.2961578648749685,DoS
0.1992974756203291,Normal
0.37356858124542014,DoS
0.20322647290280615,Normal
0.27137226022156585,Normal
0.1449424262086254,DoS
0.17633364307014102,DoS
0.24419341267663333,PortScan
0.271274582173543,DoS
0.20115849550560924,Normal
0.3012808922032603,PortScan
0.2852490008417707,Normal
0.29825038872360193,Normal
0.335819159880198,DoS
0.30760190439267093,Normal
0.5480709702678805,PortScan
